product_id,title,description,condition,image_url,date_sold,price
1357588931,Nintendo 3ds Xl Circle pad pro case,"Fast deal at my Blk 😊
",LIKE NEW,https://media.karousell.com/media/photos/products/2025/3/10/nintendo_3ds_xl_circle_pad_pro_1741649232_22b4e367_thumbnail.jpg,2025-03-20,12.0
1358872655,Nintendo New 3DS (Modded),"Excellent condition like new condition, no noticeable scratch or dent

Inclusive of
1 x New 3ds (modded)
1 x 64GB memory card
1 x usb charging cable

everything tested and working, modded and come with many many games and can download more

Self collect and welcome to test upon meetup, once sold not refundable
",LIKE NEW,https://media.karousell.com/media/photos/products/2025/3/17/nintendo_new_3ds_modded_1742218401_8961ed5d_thumbnail.jpg,2025-03-21,289.0
1318876710,Modded Nintendo 3DS,"Been deciding wether to keep or sell it 
Ultimately decide to sell it due to lack of time to play
Fairly New, Comes w Charger and Modded tools like Hshop and Homebrew Launcher",LIKE NEW,https://media.karousell.com/media/photos/products/2024/8/8/modded_nintendo_3ds_1723105994_202b0e0d_thumbnail.jpg,2024-08-08,135.0
1366176049,[Modded] Nintendo 3DS Gen 1,"
Modified. Can help load a game of your choice. 
Protective shell not included 
Function 10/10
Condition 9/10",LIKE NEW,https://media.karousell.com/media/photos/products/2025/4/28/video_avail_moded_nintendo_3ds_1745859729_8b4e6f9a_thumbnail.jpg,2025-07-06,158.0
1313730883,Nintendo 3DS XL,"almost like brand new comes with 2 gaming chips, super mario bros 2 and the other has over 100 games in the chip works like a charm ✨✨",LIKE NEW,https://media.karousell.com/media/photos/products/2024/7/11/nintendo_3ds_xl_1720700728_1a2e9ecb_thumbnail.jpg,2024-07-11,178.0
1349639466,New 3DS XL - Pikachu Yellow Edition,"Nintendo New 3DS XL - Pikachu Yellow Edition 
Comes with box and cardboard insert.
Screen protector pasted and there’s no scratches to the screen.  
I’m also open to trading with limited edition analogue pocket. 

Can be modded for free! 

I’ll prefer meet up for this item.
Delivery with smartpac is also available, but I will not be responsible for any damage done once shipped. I’ll also include a charger but the charger only charges at a certain angle. 

Feel free to negotiate, but don’t expect me to reply if you’re lowballing. ",LIKE NEW,https://media.karousell.com/media/photos/products/2025/1/26/new_3ds_xl__pikachu_yellow_edi_1737881376_b5904a60_thumbnail.jpg,2025-01-26,475.0
1324008750,New 2DS XL/LL (CIB) (Trade/Sell),"New 2DS XL (Black/Red) Complete In Box. Mint condition.
Comes with Hori official N2DSXL case of matching colour. 
Condition is 9.5/10

No scratches on screens. 
tempered glass pasted on top 
screen protector on the bottom 

Console is modded to US region and everything is in English. Comes with 64GB SD card. 

Also willing to trade with new3ds, new3ds xl or other Nintendo consoles!  PM me to find out! ",LIKE NEW,https://media.karousell.com/media/photos/products/2024/9/6/new_2ds_xlll_cib_1725585131_b007601f_thumbnail.jpg,2024-11-17,370.0
1363861417,New 3DS XL,Modded New 3DS XL set with 32gb micro sd. Rare 3ds set with IPS screen.,LIKE NEW,https://media.karousell.com/media/photos/products/2025/4/15/new_3ds_xl_1744732739_b2fbbc60_thumbnail.jpg,2025-04-19,358.0
1360000964,Nintendo DS Lite,"Slight scratches which are not very visible, no dents or defects. Like new, used a few times. 

Authentic Japanese version, settings are in English already.

Charged not included ",LIKE NEW,https://media.karousell.com/media/photos/products/2025/3/23/nintendo_ds_lite_1742741571_dd0528df_thumbnail.jpg,2025-03-26,68.0
1357997231,Nintendo 2DS JP version Modded,"Nintendo 2DS
Condition 9.5/10
Functions all good, NO shell damage, NO faulty touch screen, NO screen discolouring, NO dim backlight.
Battery has been replaced with new authentic (Nintendo) one.
Japanese version - OS is in Japanese, latest version.

Fully Modded - plays ANY region 3DS or DS game cartridge.
Plays any compatible 3DS or DS flashcart.
CFW and hshop installed - download and play any 3DS game.
32GB SD Card included.

With original Accessories - Stylus, USB Charging Cable.
Free 1 JP region 3ds cartridge game (random).",LIKE NEW,https://media.karousell.com/media/photos/products/2025/3/13/nintendo_2ds_jp_version_modded_1741836806_a621fc3c_thumbnail,2025-03-19,129.0
1320658975,Nintendo New 3DS XL ( Animal Crossing edition )( dual ips ),"Hi , selling off this good condition new 3ds LL. it like new with slight wear and scratches. it not for fussy buyers. 

what is included in the package?
1 x console 
1 x screen protector pasted
1 x charging cable included
1 x 4g micro SD card included or can upgrade to a 64gb card for $15
( the console comes with H shop, Twilight Menu, Checkpoint and etc)

Dealing will be at bedok mrt after office hours. 

if you need more information please feel free to contact me again

Thank you. 

Use Anemone to install your favourite Custom Themes!
Download 3DS games straight to the console via the free h-Shop. Entire library is in your pocket!
Play old systems like GB, GBC, GBA, DS games and more via Twilight Menu (Cheats support for DS games!",LIKE NEW,https://media.karousell.com/media/photos/products/2024/8/18/nintendo_new_3ds_xl__animal_cr_1723970064_773f2ed9_thumbnail.jpg,2024-08-20,410.0
1323482326,Nintendo 3DS with 2 games,"Charger and stylus pen with it.
",LIKE NEW,https://media.karousell.com/media/photos/products/2024/9/3/nintendo_3ds_with_2_games_1725333817_bd897fc6_thumbnail.jpg,2024-09-09,98.0
1345354649,New 3ds xl galaxy version (modded),"with casing, stylus, screen protectors, charging wire and free mario game cartridge

everything is functional, will include free 125gb sd card loaded with games. 

290 if pick up at my convenience, 300 if pick up at mrt. no lowball.",LIKE NEW,https://media.karousell.com/media/photos/products/2025/1/4/new_3ds_xl_galaxy_version_modd_1735970011_c327e984_thumbnail.jpg,2025-03-21,290.0
1309736228,New 3ds Xl Modded Nintendo,"Hello everyone! 

I’m selling away my modded new 3ds XL 

I think it comes with a 128gb SD card. 

I bought it from another seller but quickly lost interest in playing 3ds since I’m so used to my switch and the multiplayer functions of Joycon. 

Price firm, comes with a charger and case if I can find the case. 

No games. Collect at my convenience ",LIKE NEW,https://media.karousell.com/media/photos/products/2024/6/20/new_3ds_xl_modded_nintendo_1718850842_c7bd7d1b_thumbnail.jpg,2024-06-20,1.0
1325718418,Modded 2DS Pokémon Sun and Moon Limited/Special Edition ,"Negotiable 😊 Comes with clear case and Charging Cable 

Fast deal Woodlands/Admiralty MRT",LIKE NEW,https://media.karousell.com/media/photos/products/2024/9/15/modded_2ds_1726394093_40051437_thumbnail.jpg,2024-09-19,165.0
1313708531,New 3DSXL /LL Dual IPS,"Comes with Charger and 256gb microsd
Meetup Tampines",LIKE NEW,https://media.karousell.com/media/photos/products/2024/7/11/new_3dsxl_dual_ips_1720692612_8ff75f4f_thumbnail.jpg,2024-08-11,360.0
1328871109,Nintendo 2DS XL Pokeball Edition - Modded w/ All Pokémon Games Installed,"Selling a rare and super mint condition Poké Ball edition 2DS XL, modded with all Pokémon games pre-installed. 

It comes with a brand new pouch and a silicone shell for added protection. 

 The console has been meticulously taken care of and is in pristine shape.

• 10/10 Condition
• Perm Modded  
•All Pokémon games installed
• Super mint condition
• Includes new pouch and silicone shell for the console

PM for more details or to arrange a meetup. Serious buyers only, thanks!",LIKE NEW,https://media.karousell.com/media/photos/products/2024/10/3/2ds_xl_pokeball_edition__modde_1727951626_b6fcc5d0_thumbnail.jpg,2024-10-06,339.0
1365601902,"""New"" Nintendo 2DS XL Pokémon Poke Ball Collector's edition | Original Packaging.","Original Packaging Includes:

 -  Nintendo 2DS XL Console
 -  AC Adapter (Charger)
 -  Nintendo 2DS Stylus
 -  4GB Micro SDHC Memory Card (Formatted/ Cleared)
 -  AR Cards x6 (Packaging Opened, but all AR cards are there and mint)
 -  User Manual and Safety Card

Has been very lightly used but has been kept in its original case for safe keeping.",LIKE NEW,https://media.karousell.com/media/photos/products/2025/4/25/new_nintendo_2ds_xl_pokmon_pok_1745587556_3fdca799_thumbnail,2025-05-09,750.0
1364106633,👀Test video🎦 near perfect 3ds,"See unboxing and testing video by searching @dorayakisp on youtube (last picture)

Come with matching serial number box

Functional fully

Exterior flaw #1: back side have minor scratch
Flaw #2: paint on buttton B is cracking internally beneath the clear paint 
",LIKE NEW,https://media.karousell.com/media/photos/products/2025/4/17/test_video_near_perfect_3ds_wi_1744869555_9b44f497_thumbnail.jpg,2025-04-28,159.0
1311184639,IPS 128GB modded Nintendo New 3ds/2ds XL/LL metallic blue set 💙🔵,"*Free delivery to your place, meet up can be arranged 

***Functionality of the console is 10/10, physical condition is 9.5/10, very minor scratches on console body 

***This is an JPN set, Region changed to US, everything will be in English 

***This is a TOP IPS BOTTOM TN  screen set 

*Modded means the console has been
 modified/ homebrewed, can download games free from the hShop, and install 3rd party software that u like.

*Total of 110 games are installed in this console, including 3ds games and other classic virtual console games(gb gba nes snes),150 customisable themes

The console come with 

*Crystal case
*Carry case 
*Screen protector pasted 
*Stylus pen
*USB charging cable
*128Gb SD card

Meeting up in the West area is preferable, other areas can be discussed",LIKE NEW,https://media.karousell.com/media/photos/products/2024/6/28/ips_128gb_modded_nintendo_new__1719538636_8409cf04_thumbnail.jpg,2024-06-29,295.0
1331094486,Nintendo 3DS XL,"comes  with 3 game cartridges.
w/o charging cable.",WELL USED,https://media.karousell.com/media/photos/products/2024/10/16/nintendo_3ds_xl_1729053426_7f5fa73f_thumbnail.jpg,2024-11-27,142.0
1358813141,Selling 3DS XL red with Pokemon Omega Ruby & Pokemon Sun,"comes with usb charger
pokemon sun & Pokémon Omega Ruby",WELL USED,https://media.karousell.com/media/photos/products/2025/3/17/selling_3ds_xl_red_with_pokemo_1742198058_ec1d241a_thumbnail.jpg,2025-03-18,222.0
1306117265,Nintendo 3DS XL,,WELL USED,https://media.karousell.com/media/photos/products/2024/5/30/nintendo_3ds_xl_1717069615_36a97ac4_thumbnail.jpg,2024-05-30,135.0
1332503960,DSi Black Soft-mod 16GB,"Matt Black DSi Japanese Unit
Software modded with Twilight++ latest update
16GB MicroSD

All hardware is tested working and in good condition, slight yellowing on screens but barely distracting to eye, pre-loaded with all Pokemon NDS games

Self collection at Bukit Batok East only or add $10 for next day delivery",WELL USED,https://media.karousell.com/media/photos/products/2024/10/24/dsi_black_softmod_16gb_1729750212_43f6ea66_thumbnail.jpg,2024-10-31,69.0
1337818098,Nintendo 3DS XL & 3DS Games,"Selling Well used Nintendo 3DS XL and several games shown in the photo.
Willing to sell as a bundle for discount just discuss with me!!

Well used Nintendo 3DS XL, but well taken care of (Charger Included, stylus missing)- $120
Pokemon Games:
X - $47
OR - $30
Sun - $15

New Super Mario Bros. 2 - $20

RFS: Clearing clutter and moving house soon.

Highly Open to negotiations!",WELL USED,https://media.karousell.com/media/photos/products/2024/11/23/nintendo_3ds_xl__3ds_games_1732345351_3a3c5201_thumbnail.jpg,2024-11-23,165.0
1325750888,Nintendo DS Lite (NDS)  - Black,"- Free delivery (mailed by Ninja Van).
- 100% authentic.
- Modded. With adaptor. No box.
- Some scratches at the back.

******************************
Terms & Conditions:
(1) The buyer is responsible for providing accurate delivery information. If the parcel is returned to the seller, no refunds will be issued, and the buyer must pay the delivery fee again.

(2) The seller is not responsible for any losses, damages or missing parcels. No refunds will be provided.
******************************",WELL USED,https://media.karousell.com/media/photos/products/2024/9/15/nintendo_ds_lite__black_1726405753_f8a98fb9_thumbnail.jpg,2024-09-16,47.0
1307276956,Nintendo 2ds modded,"Well used in great condition 
Can nego",WELL USED,https://media.karousell.com/media/photos/products/2024/6/6/nintendo_3ds_modded_1717651087_16168e99_thumbnail.jpg,2024-06-06,85.0
1358670535,Nintendo Gameboy 3DS XL Console With Games,"Selling Nintendo Gameboy 3ds xl console with games come without pen and chargers , console are used wear condition … but is in working condition and  come with everything games show as picture thanks",WELL USED,https://media.karousell.com/media/photos/products/2025/3/16/nintendo_gameboy_3ds_xl_consol_1742128054_1585152a_thumbnail.jpg,2025-03-16,185.0
1349907103,Nintendo 3DS XL New Galaxy Edition,"Pick up at Yewtee or lalamove or qxpress
No games
Slight ding on the outer shell
Screen have 2 small ding on the inner screen, please refer photo. It’s not v noticeable ",WELL USED,https://media.karousell.com/media/photos/products/2025/1/27/nintendo_3ds_xl_new_galaxy_edi_1738002035_98e05065_thumbnail.jpg,2025-03-20,338.0
1309609570,Modded Nintendo 2DS Scarlet Red,"Console is already modded with hshop, so you’re able to download games via the 2DS and play them straight!

Note that the console has some minor scratches but mostly invisible to the eye, PM for more details or pics!

Top up $10 for delivery 🚚 
",WELL USED,https://media.karousell.com/media/photos/products/2024/6/19/nintendo_2ds_scarlet_red_1718782492_114e9163_thumbnail.jpg,2024-06-20,109.0
1350207245,Nintendo New 3DS XL IPS Top screen,"Cheapest on market with the Top IPS Screen (Rare brighter screen)
No issue internally and controls
Price is fixed",WELL USED,https://media.karousell.com/media/photos/products/2025/1/29/nintendo_new_3ds_xl_ips_top_sc_1738168540_072b2a31_thumbnail.jpg,2025-01-29,278.0
1312855598,Nintendo New 3DS XL LL Mod Luma,"New 3DS XL/LL MOD LUMA
Pasted with Kirby skin.

Color: Metallic Blue
Micro SD: SanDisk 64GB

Conditions:
Pro:
- Screen great
- Touch screen great
- Bottom LCD with screen guard
- Buttons great
- Speaker great
- 3D feature great
- Wifi great

Cons:
- Paints peeling
- Scratches under skin
- Right analog stick a bit chipped
- Battery bloated

What you will get:
1x New 3DS XL LL
1x USB Cable Charger
1x SanDisk MicroSD 64GB
1x Screen guard for 3DS XL
1x Stylus pen 3DS XL",WELL USED,https://media.karousell.com/media/photos/products/2024/7/7/nintendo_new_3ds_xl_ll_mod_lum_1720322013_bb6e70ae_thumbnail.jpg,2024-07-10,1234.0
1342114720,Nintendo 3DS XL,"- Monster Hunter 4 Ultimate Limited Edition 3DS XL
- Comes with monster hunter calico character bag 
- Unfortunately lost the charging cable so will have to purchase yourself (see last photo for cable input)
- Negotiable, fast deal
- Please enquire if you’d like to arrange for your own delivery/etc",WELL USED,https://media.karousell.com/media/photos/products/2024/12/16/nintendo_3ds_xl_1734361948_bd9d9859_thumbnail.jpg,2024-12-16,135.0
1343749042,*Rare* Nintendo 3DS XL - Pokemon X and Y Limited Edition,"⭐️⭐️⭐️ Limited Edition Pokemon X and Y⭐️⭐️⭐️ 

Condition: 7/10
*Just minor scratches on front and back* 
Comes with original box and charger!! 
✅ Still working as normal as shown in second pic
✅ No issues with screen

No SD Card, have to get it yourself 👍🏻
Add it to your collection today!! 💯

❇️ Letting go at $300, fast deal $275
❇️ Meetup at Fernvale LRT only!!

",WELL USED,https://media.karousell.com/media/photos/products/2024/12/26/rare_nintendo_3ds_xl__pokemon__1735191880_e1709c2b_thumbnail.jpg,2025-01-07,275.0
1358133903,Nintendo New 3ds black (unassembled/junk),"Can nego, comes with a free 32GB micro SD card and adapter. 

I had 2 new 3ds and find it too troublesome to reassemble this one after trying to replace the screens and the control sticks. Assembly takes a lot of time and effort, might not work after reassembling it too.
**Buy at own risk**
",HEAVILY USED,https://media.karousell.com/media/photos/products/2025/3/13/nintendo_new_3ds_black_unassem_1741882939_488c9f72_thumbnail.jpg,2025-04-11,145.0
1332064329,Nintendo Consoles,"Nintendo 3ds, 3ds xl, nds xl
1. Nintendo 3ds, hinge spoilt
2. 3ds XL, not able to power on 
3. Nds XL, bottom LCD spoilt 
Selling as bundle all 3 @ $99
Selling as spoilt sets no return after sold. 
Fixed price no negos.",HEAVILY USED,https://media.karousell.com/media/photos/products/2024/10/21/nintendo_consoles_1729520477_a4584514_thumbnail.jpg,2024-10-25,99.0
1331384477,"Nintendo 3ds, black","pm me if interested

charging cable a bit crooked",HEAVILY USED,https://media.karousell.com/media/photos/products/2024/10/17/nintendo_3ds_black_1729186288_5191b175_thumbnail.jpg,2024-10-18,590.0
1361333848,Nintendo 3DS,"Take and go! Collect at my place near Siglap Centre.

Well worn as you can see but still working and can play games no issue. left circle pad has no rubber. Also note: no charger (you can get a replacement usb charger on shpe/lazd for under 5 bucks)

Editted:price to reflect highest offer as there's a bunch of offers atm",HEAVILY USED,https://media.karousell.com/media/photos/products/2025/3/31/nintendo_3ds_1743438167_c070e2c2_thumbnail,2025-03-31,225.0
1345514197,Nintendo New 3DS XL - Pikachu Yellow Edition CIB,"New 3DS XL - Pikachu Yellow Edition (Complete in Box) (refer to 1st picture) 

Local set, comes with 4GB SD card 

Top screen IPS, Bottom screen TN 

Item is used so do expect scratches, but everything is fully functional. 

Offer me your best price but please don’t lowball. I can also do delivery with smartpac! 
I’m also open to trading with other 3DS consoles",LIGHTLY USED,https://media.karousell.com/media/photos/products/2025/1/5/nintendo_new_3ds_xl__pikachu_y_1736040793_fb6f36d0_thumbnail.jpg,2025-01-05,430.0
1335380928,Nintendo DSI Console,"Well kept Red Nintendo DSI Console with a charger included. You can check the console yourself. 

Red: $95
Blue: SOLD

Meet up to deal/self collection.",LIGHTLY USED,https://media.karousell.com/media/photos/products/2024/11/9/nintendo_dsi_console_1731163607_24739807_thumbnail.jpg,2024-12-11,95.0
1365382719,2DS Zelda Nintendo 2DS  Green Console limited edition,"didn't use much so in good condi

slight Nego or best offer",LIGHTLY USED,https://media.karousell.com/media/photos/products/2025/4/24/2ds_zelda_nintendo_2ds_green_c_1745483721_17ac25e9_thumbnail.jpg,2025-04-28,275.0
1363290987,New 3ds XL modded,"Top IPS screen confirm. Bottom not too sure

128gb and charging cable

Will keep it if can’t sell by 16 march 2025

Self collection 760118",LIGHTLY USED,https://media.karousell.com/media/photos/products/2025/4/12/new_3ds_xl_modded_1744459710_3aa2a672_thumbnail.jpg,2025-04-16,360.0
1355187997,"White New 3DS (Stock, EU Region, top IPS bottom TN)","SOLD AS SEEN

Lightly used stock EU region New 3DS, almost 10 years old. Minor scratches on swappable cover area but otherwise runs normally. Battery does not bulge and still holds a charge. Top screen should be IPS according to tilt test. Selling because I have a (slightly) older 3DS LL that I've dug up and modded to do all the things I want.

I don't have the original covers anymore so they can't be provided. Comes with the stock 4gb micro sd that you get if you bought it NIB. Micro sd is formatted (pictures taken before format).

Can meetup to inspect device condition first before committing to purchase if you want.

I am flexible on meetup spot, but please don't make me go all the way north if you can help it... Willing to meet in the middle.

DM if you have questions/want to negotiate.",LIGHTLY USED,https://media.karousell.com/media/photos/products/2025/2/26/white_new_3ds_stock_eu_region__1740561628_5e4f1cdd_thumbnail,2025-02-27,244.0
1314324729,🖤Modded Cosmo Black Nintendo 3DS🎀,"Selling my Cosmo Black Nintendo 3DS 🖤

Bought this set in Japan recently - found second hand in a game shop in great condition ✨

It’s JP region (so the menu is in Japanese 🇯🇵 ) but has been modded and can download & play games from all regions in English :) 

Hshop downloaded too so you can download games directly to the console without removing SD card or needing a computer ~ 

Comes with some games pre-downloaded already, a USB charging cable, new crystal casing and fresh set of screen protectors, see images 🩶",LIGHTLY USED,https://media.karousell.com/media/photos/products/2024/7/14/modded_cosmo_black_nintendo_3d_1720966663_e5d97b40_thumbnail.jpg,2024-07-31,195.0
1361339559,New Nintendo 3DS XL,"•Top IPS screen
• Hshop and some games installed 
•128 Gb sd card
•Charging cable
•Bluetooth transmitters to connect bluetooth headphone
• Screen Protector on already",LIGHTLY USED,https://media.karousell.com/media/photos/products/2025/3/31/new_nintendo_3ds_xl_1743442421_972db340_thumbnail.jpg,2025-04-01,310.0
1311459890,Nintendo 3ds Pikachu Edition,"Missing Box and Charger that's about it
still good condition 
will come with 3 games (Pokemon moon, Omega ruby and ultra sun)",LIGHTLY USED,https://media.karousell.com/media/photos/products/2024/6/29/nintendo_3ds_pikachu_edition_1719663049_3d79ca14_thumbnail.jpg,2024-06-29,205.0
1301236104,"""New"" 3DS","Some minor scratches at exterior.
Screen is excellent.

MODDED.

JPN TO US REG.",LIGHTLY USED,https://media.karousell.com/media/photos/products/2024/5/2/new_3ds_1714647546_859de60d_thumbnail.jpg,2024-05-06,195.0
1324190590,Nintendo  Development 3DS,"Back in the day, they made some of these 3DS for development softwares and functions testing. Extremely rare, it’s a holy grail item for your collection, pm or telg, wa me if you really interested.
Eight 45 Six 0 Three Five 0",LIGHTLY USED,https://media.karousell.com/media/photos/products/2024/9/7/nintendo_development_3ds_1725673330_399d9fdb_thumbnail.jpg,2024-09-19,1700.0
